"font-d-16,""rank-sup_rankSup__TNqsa"",""race-progressive-ranking_linkUnderline__9ReuG"",""race-progressive-ranking_linkUnderline__9ReuG href"",""font-d-16 2"",""font-d-12"",""font-d-16 3"",""font-d-12 2"",""font-d-16 4"",""font-d-16 5"",""font-d-16 6"",""font-d-16 7"""
"418,""to"",""Sebastian NAU"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/272"",""272"",""AT"",""35-39M"","""",""75"",""381"",""12:47:50"",""05:37:21"""
"419,""to"",""ANTONIO SANTOS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/611"",""611"",""ES"",""45-49M"",""CANTILLO VILLA MASSA"",""80"",""382"",""12:48:06"",""05:37:37"""
"420,""to"",""Benjamin RICARD"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/816"",""816"",""FR"",""20-34M"",""RUNNING TRAIL PIC SAINT LOUP"",""74"",""383"",""12:48:30"",""05:38:01"""
"421,""to"",""Ana Pilar CAYON REBOLLEDO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/148"",""148"",""ES"",""45-49F"",""C.D.C Nestlé"",""7"",""38"",""12:48:32"",""05:38:03"""
"421,""to"",""Alexandra FERNANDEZ COLLADO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/232"",""232"",""US"",""35-39F"",""Liebana"",""8"",""38"",""12:48:32"",""05:38:03"""
"423,""to"",""Eric CAILLAULT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/506"",""506"",""FR"",""55-59M"","""",""16"",""384"",""12:48:51"",""05:38:22"""
"424,""to"",""Luis FERNANDEZ SANCHEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/641"",""641"",""ES"",""40-44M"",""TODOVERTICAL"",""98"",""385"",""12:49:20"",""05:38:51"""
"425,""to"",""Alexis PERALTA SOLER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/568"",""568"",""ES"",""40-44M"","""",""99"",""386"",""12:49:53"",""05:39:24"""
"426,""to"",""Jose Francisco ALONSO GARCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1327"",""1327"",""ES"",""45-49M"",""Guayota Trail"",""81"",""387"",""12:50:20"",""05:39:51"""
"427,""to"",""Ana REVILLA BONED"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/301"",""301"",""ES"",""40-44F"",""C.M. IBONCIECHO"",""10"",""40"",""12:50:39"",""05:40:10"""
"428,""to"",""Ruben GIMENO HARO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/747"",""747"",""ES"",""40-44M"",""C.M. IBONCIECHO"",""100"",""388"",""12:50:40"",""05:40:11"""
"429,""to"",""OLIVER SUAREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1241"",""1241"",""ES"",""40-44M"",""C. D. Clan de la fatiga"",""101"",""389"",""12:50:48"",""05:40:19"""
"430,""to"",""Patrice COULARY"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/629"",""629"",""FR"",""50-54M"","""",""43"",""390"",""12:50:50"",""05:40:21"""
"431,""to"",""Yilun SHEN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/741"",""741"",""CN"",""20-34M"","""",""75"",""391"",""12:51:03"",""05:40:34"""
"432,""to"",""Rubén NOVOA JURADO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/324"",""324"",""ES"",""55-59M"",""Club Deportivo B-Trail Caceres"",""17"",""392"",""12:51:15"",""05:40:46"""
"433,""to"",""Gerben KROES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/397"",""397"",""NL"",""50-54M"",""AV Aquilo"",""44"",""393"",""12:51:45"",""05:41:16"""
"434,""to"",""Luc VERRIER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/516"",""516"",""FR"",""60-64M"",""CMBM"",""1"",""394"",""12:52:07"",""05:41:38"""
"435,""to"",""Yeray HERNANDEZ BENITEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/526"",""526"",""ES"",""20-34M"",""C.D. CALCE TEAM TRAIL"",""76"",""395"",""12:52:14"",""05:41:45"""
"436,""to"",""Angel David PRIETO NAVARRO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/678"",""678"",""ES"",""40-44M"",""CORRECAMINOS TENERIFE"",""102"",""396"",""12:52:33"",""05:42:04"""
"437,""to"",""Javier HERNANDEZ ARRIBAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/807"",""807"",""ES"",""50-54M"","""",""45"",""397"",""12:52:38"",""05:42:09"""
"438,""to"",""André REIS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/624"",""624"",""PT"",""40-44M"",""Monsanto Running Team"",""103"",""398"",""12:52:40"",""05:42:11"""
"439,""to"",""Savolainen TOMI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/310"",""310"",""FI"",""45-49M"",""Polkujuoksija"",""82"",""399"",""12:54:13"",""05:43:44"""
"440,""to"",""Deisy María VALIDO MARRERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/150"",""150"",""ES"",""35-39F"",""Clumonfir"",""9"",""41"",""12:54:27"",""05:43:58"""
"440,""to"",""Rubén BAEZ LEON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/446"",""446"",""ES"",""40-44M"",""C.D. B-Sporty"",""104"",""400"",""12:54:27"",""05:43:58"""
"442,""to"",""Arturo PAZ CASTRO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/288"",""288"",""ES"",""45-49M"",""C.D. Vantrail"",""83"",""401"",""12:54:34"",""05:44:05"""
"443,""to"",""JUAN PEDRO MARTIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1200"",""1200"",""ES"",""35-39M"",""VOY YOOO TRAIL TEAM"",""76"",""402"",""12:54:54"",""05:44:25"""
"444,""to"",""Yoann BENOIT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/758"",""758"",""FR"",""20-34M"","""",""77"",""403"",""12:54:56"",""05:44:27"""
"445,""to"",""IOSU GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/273"",""273"",""ES"",""40-44M"",""Kalparra"",""105"",""404"",""12:55:07"",""05:44:38"""
"446,""to"",""LANDER ARANETA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/249"",""249"",""ES"",""35-39M"","""",""77"",""405"",""12:55:08"",""05:44:39"""
"447,""to"",""Toni TRUJILLO MARTINEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/670"",""670"",""ES"",""40-44M"","""",""106"",""406"",""12:55:09"",""05:44:40"""
"448,""to"",""MANUEL VIDAL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1391"",""1391"",""ES"",""45-49M"",""VillaAsuncion"",""84"",""407"",""12:55:11"",""05:44:42"""
"449,""to"",""Damian FIDALGO RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/209"",""209"",""ES"",""35-39M"",""CLUB TRIATHLON PHOENIX"",""78"",""408"",""12:55:18"",""05:44:49"""
"450,""to"",""Daniel Isaac RODRÍGUEZ DE PAZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/546"",""546"",""ES"",""20-34M"",""Aridane trail"",""78"",""409"",""12:55:33"",""05:45:04"""
"450,""to"",""ANGEL ROMERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1315"",""1315"",""ES"",""35-39M"",""INDEPENDIENTE"",""79"",""409"",""12:55:33"",""05:45:04"""
"452,""to"",""Iñaki VIVAS TELLECHEA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/403"",""403"",""ES"",""40-44M"",""Spartrail"",""107"",""411"",""12:55:48"",""05:45:19"""
"453,""to"",""Pablo RODRIGUEZ VILLAR"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/817"",""817"",""ES"",""45-49M"",""AVIVA SPORT CLUB"",""85"",""412"",""12:55:50"",""05:45:21"""
"454,""to"",""CONRAD TORRAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1285"",""1285"",""ES"",""65-69M"","""",""1"",""413"",""12:56:34"",""05:46:05"""
"455,""to"",""Florent LESUEUR"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/931"",""931"",""FR"",""20-34M"","""",""79"",""414"",""12:56:58"",""05:46:29"""
"456,""to"",""Ricardo SILVA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/481"",""481"",""PT"",""35-39M"",""Ricastc"",""80"",""415"",""12:56:59"",""05:46:30"""
"457,""to"",""Luís SOLANO BENITEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/410"",""410"",""ES"",""45-49M"",""Cd Hispatrail"",""86"",""416"",""12:57:17"",""05:46:48"""
"458,""to"",""Tamara LOBATO CACERES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/311"",""311"",""ES"",""40-44F"","""",""11"",""42"",""12:57:21"",""05:46:52"""
"458,""to"",""Jose NIETO CASTELLO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/475"",""475"",""ES"",""55-59M"","""",""18"",""417"",""12:57:21"",""05:46:52"""
"460,""to"",""Robin SIPS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/357"",""357"",""BE"",""35-39M"","""",""81"",""418"",""12:57:26"",""05:46:57"""
"460,""to"",""Yann TYTGADT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1093"",""1093"",""LU"",""35-39M"","""",""81"",""418"",""12:57:26"",""05:46:57"""
"462,""to"",""Doriane AUBERT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/188"",""188"",""FR"",""20-34F"","""",""13"",""43"",""12:57:27"",""05:46:58"""
"463,""to"",""JOAN ANGUITA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/186"",""186"",""ES"",""45-49M"",""C. E Montclar"",""87"",""420"",""12:57:40"",""05:47:11"""
"464,""to"",""XAVIER SENS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/524"",""524"",""ES"",""40-44M"","""",""108"",""421"",""12:57:41"",""05:47:12"""
"464,""to"",""Carlos RODRIGUEZ NIEVA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/583"",""583"",""ES"",""45-49M"",""INDEPENDIENTE"",""88"",""421"",""12:57:41"",""05:47:12"""
"466,""to"",""Miguel Angel TABRAUE TARBAY"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/692"",""692"",""ES"",""55-59M"",""CD NORTRAIL"",""19"",""423"",""12:58:07"",""05:47:38"""
"467,""to"",""ANGEL DAVID GARCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1330"",""1330"",""ES"",""45-49M"",""GRAJA TEAM"",""89"",""424"",""12:59:04"",""05:48:35"""
"468,""to"",""Juan Carlos MARTINEZ RIESGO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/617"",""617"",""ES"",""40-44M"",""Todovertical"",""109"",""425"",""12:59:06"",""05:48:37"""
"469,""to"",""Loïc ROYER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/662"",""662"",""FR"",""35-39M"","""",""83"",""426"",""12:59:29"",""05:49:00"""
"470,""to"",""Cinzia BERTASA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/79"",""79"",""IT"",""45-49F"","""",""8"",""44"",""12:59:37"",""05:49:08"""
"470,""to"",""Nicola Luigi ALFIERI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/710"",""710"",""IT"",""55-59M"","""",""20"",""427"",""12:59:37"",""05:49:08"""
"472,""to"",""Robert KEREZI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/438"",""438"",""SI"",""50-54M"",""Sport Association ULTRA+ROBERT"",""46"",""428"",""12:59:44"",""05:49:15"""
"473,""to"",""Elias MATEU TENA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/616"",""616"",""ES"",""40-44M"","""",""110"",""429"",""13:00:22"",""05:49:53"""
"474,""to"",""Eduardo Alejandro PÉREZ MARTÍN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1313"",""1313"",""ES"",""45-49M"","""",""90"",""430"",""13:00:53"",""05:50:24"""
"475,""to"",""Alice DONKIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/70"",""70"",""GB"",""20-34F"","""",""14"",""45"",""13:01:35"",""05:51:06"""
"475,""to"",""Simon MOCATTA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/294"",""294"",""GB"",""20-34M"","""",""80"",""431"",""13:01:35"",""05:51:06"""
"477,""to"",""Lorenzo REYES RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/912"",""912"",""ES"",""45-49M"",""C.M. EL JABLE"",""91"",""432"",""13:01:51"",""05:51:22"""
"478,""to"",""Dailos Jesús PEREZ CABRERA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/698"",""698"",""ES"",""35-39M"","""",""84"",""433"",""13:02:08"",""05:51:39"""
"479,""to"",""FERNANDO MIGUEL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/424"",""424"",""ES"",""45-49M"","""",""92"",""434"",""13:02:23"",""05:51:54"""
"480,""to"",""Javier LOPEZ BARBERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/671"",""671"",""ES"",""45-49M"",""C.D. TRAGALPINOS"",""93"",""435"",""13:02:26"",""05:51:57"""
"481,""to"",""Alejandro LOPEZ FERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/640"",""640"",""ES"",""50-54M"",""MALLORCA A DALT DE TOT"",""47"",""436"",""13:02:51"",""05:52:22"""
"482,""to"",""Diego FORT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/721"",""721"",""UY"",""40-44M"","""",""111"",""437"",""13:02:56"",""05:52:27"""
"483,""to"",""Victor MUNOZ PEREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1137"",""1137"",""ES"",""35-39M"",""RATAESCOMBRO ULTRA TRAIL"",""85"",""438"",""13:03:21"",""05:52:52"""
"484,""to"",""Jose Luis SORIANO ZARZOSO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/478"",""478"",""ES"",""35-39M"",""RATAESCOMBRO ULTRA TRAIL"",""86"",""439"",""13:03:23"",""05:52:54"""
"485,""to"",""RUBEN CAMACHO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1282"",""1282"",""ES"",""35-39M"",""INDEPENDIENTE"",""87"",""440"",""13:03:33"",""05:53:04"""
"486,""to"",""Cristina MORALES"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1375"",""1375"",""ES"",""35-39F"",""Club de montaña el Jable"",""10"",""46"",""13:03:37"",""05:53:08"""
"487,""to"",""Acaymo PEREZ QUEVEDO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/636"",""636"",""ES"",""40-44M"",""Arista"",""112"",""441"",""13:03:44"",""05:53:15"""
"488,""to"",""Grzegorz MACIĄG"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/391"",""391"",""PL"",""40-44M"",""Dabex-Bolt"",""113"",""442"",""13:04:11"",""05:53:42"""
"489,""to"",""Eduardo FALCON CASTELLANO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/734"",""734"",""ES"",""45-49M"",""C.D. BOLETRAI DE TEROR"",""94"",""443"",""13:04:30"",""05:54:01"""
"490,""to"",""Charlotte RUBBERDT"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/426"",""426"",""NO"",""45-49F"","""",""9"",""47"",""13:04:33"",""05:54:04"""
"491,""to"",""Cristo Manuel  HERNÁNDEZ RAMÍREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/808"",""808"",""ES"",""40-44M"",""RUNNING PROJECT"",""114"",""444"",""13:04:40"",""05:54:11"""
"492,""to"",""JOSE JUAN CANTERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1297"",""1297"",""ES"",""50-54M"",""TRAZACAMINOS"",""48"",""445"",""13:04:55"",""05:54:26"""
"493,""to"",""Juan Anselmo GINARD VICENS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1097"",""1097"",""ES"",""55-59M"",""C.E.PALMARUNNERS"",""21"",""446"",""13:05:25"",""05:54:56"""
"494,""to"",""CARLOS MARTIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1288"",""1288"",""ES"",""60-64M"",""TRECUS"",""2"",""447"",""13:05:26"",""05:54:57"""
"495,""to"",""Sascha FERSCH"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/649"",""649"",""DE"",""40-44M"","""",""115"",""448"",""13:06:09"",""05:55:40"""
"496,""to"",""Jean-Paul GUERIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/818"",""818"",""CH"",""50-54M"",""Plein Gaz"",""49"",""449"",""13:06:53"",""05:56:24"""
"497,""to"",""Miguel DIAZ COSME"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/422"",""422"",""ES"",""35-39M"",""VALLE DE TURON TRAIL RUNNING"",""88"",""450"",""13:06:55"",""05:56:26"""
"498,""to"",""Thomas WAGNER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1390"",""1390"",""DE"",""55-59M"",""Hillhunter Germany"",""22"",""451"",""13:06:57"",""05:56:28"""
"499,""to"",""Charles TROUPIN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/557"",""557"",""BE"",""40-44M"","""",""116"",""452"",""13:06:59"",""05:56:30"""
"500,""to"",""CESAR CORREA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1182"",""1182"",""ES"",""40-44M"",""GOMERON TRAIL"",""117"",""453"",""13:07:13"",""05:56:44"""
"501,""to"",""Tomasz GNIADEK"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/620"",""620"",""PL"",""45-49M"",""Dabex-Bolt"",""95"",""454"",""13:08:30"",""05:58:01"""
"502,""to"",""BREOGAN LOPEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/637"",""637"",""ES"",""35-39M"",""CLUB PEÑA TREVINCA O BARCO"",""89"",""455"",""13:08:51"",""05:58:22"""
"503,""to"",""Aitor CASASEMPERE GOMEZ DE CADINANOS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/704"",""704"",""ES"",""40-44M"",""GRUPO ALPINO TURISTA BARAKALDO"",""118"",""456"",""13:09:19"",""05:58:50"""
"504,""to"",""David LIM"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/430"",""430"",""CA"",""20-34M"","""",""81"",""457"",""13:09:49"",""05:59:20"""
"505,""to"",""Beth RAINBOW"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/114"",""114"",""GB"",""20-34F"","""",""15"",""48"",""13:09:50"",""05:59:21"""
"506,""to"",""Małgorzata ŁUCZAK-GNIADEK"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/189"",""189"",""PL"",""45-49F"",""Dabex-Bolt"",""10"",""49"",""13:09:55"",""05:59:26"""
"507,""to"",""Federico SANCHEZ JORGE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/890"",""890"",""ES"",""20-34M"",""-"",""82"",""458"",""13:10:06"",""05:59:37"""
"508,""to"",""GREGORIO JESUS RIVERO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1224"",""1224"",""ES"",""50-54M"",""C.D Vantrail"",""50"",""459"",""13:10:14"",""05:59:45"""
"509,""to"",""JOSE JONATHAN GUILLÉN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1326"",""1326"",""ES"",""40-44M"",""C.D.Nurican Trail"",""119"",""460"",""13:11:16"",""06:00:47"""
"510,""to"",""Rafa ARANEGA AGUILAR"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/967"",""967"",""ES"",""45-49M"",""MONTEPENARRUBIA"",""96"",""461"",""13:11:17"",""06:00:48"""
"511,""to"",""Albert FABRE LLORENS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/582"",""582"",""ES"",""45-49M"",""GEM"",""97"",""462"",""13:11:27"",""06:00:58"""
"512,""to"",""John TELFER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/573"",""573"",""GB"",""60-64M"",""NORTHUMBERLAND FELL RUNNERS"",""3"",""463"",""13:11:28"",""06:00:59"""
"513,""to"",""RACHEL SNIJDER"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/130"",""130"",""NL"",""35-39F"","""",""11"",""50"",""13:11:59"",""06:01:30"""
"514,""to"",""Carlos Alberto GARCIA DE LA GUARDIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/709"",""709"",""ES"",""45-49M"",""Cnp trail"",""98"",""464"",""13:12:21"",""06:01:52"""
"515,""to"",""Susanne BEISENHERZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/156"",""156"",""DE"",""45-49F"","""",""11"",""51"",""13:12:29"",""06:02:00"""
"516,""to"",""Alberto MUNOZ RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/483"",""483"",""ES"",""20-34M"","""",""83"",""465"",""13:12:40"",""06:02:11"""
"517,""to"",""JULIO DAVID HERNANDEZ DOMENECH"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/645"",""645"",""ES"",""45-49M"",""Primadomus Trail"",""99"",""466"",""13:12:48"",""06:02:19"""
"518,""to"",""Jonay HERNANDEZ GARCIA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/658"",""658"",""ES"",""40-44M"",""ESPARTRAIL"",""120"",""467"",""13:13:12"",""06:02:43"""
"519,""to"",""Germán CONCEPCION RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/800"",""800"",""ES"",""50-54M"",""MAGEC TRAIL"",""51"",""468"",""13:13:14"",""06:02:45"""
"520,""to"",""Patxo SANCHO I COLL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/860"",""860"",""ES"",""45-49M"",""Corriol Xtrem"",""100"",""469"",""13:13:36"",""06:03:07"""
"521,""to"",""Hernan AFFORI"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/767"",""767"",""AR"",""45-49M"","""",""101"",""470"",""13:13:52"",""06:03:23"""
"522,""to"",""Sanchez Dominguez ENRIQUE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/827"",""827"",""ES"",""45-49M"",""FALSO LLANO"",""102"",""471"",""13:14:11"",""06:03:42"""
"523,""to"",""Francisco APARICIO GUERADO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/689"",""689"",""ES"",""40-44M"",""WERUN"",""121"",""472"",""13:14:12"",""06:03:43"""
"523,""to"",""José Maria PORTA PELAYO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/831"",""831"",""ES"",""40-44M"","""",""121"",""472"",""13:14:12"",""06:03:43"""
"525,""to"",""Daniel PORTA PELAYO"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/858"",""858"",""ES"",""45-49M"","""",""103"",""474"",""13:14:13"",""06:03:44"""
"526,""to"",""ISIDRO HORCAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/537"",""537"",""ES"",""50-54M"",""PÉTROLA PARTISANOS TRAIL"",""52"",""475"",""13:14:14"",""06:03:45"""
"527,""to"",""Patricia FEBLES MOLINA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/627"",""627"",""ES"",""45-49F"","""",""12"",""52"",""13:14:48"",""06:04:19"""
"528,""to"",""MIGUEL ANGEL FERNANDEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/277"",""277"",""ES"",""45-49M"","""",""104"",""476"",""13:16:39"",""06:06:10"""
"529,""to"",""Pablo DIEZ GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/598"",""598"",""ES"",""45-49M"",""C.D. RUNGOSAY"",""105"",""477"",""13:16:51"",""06:06:22"""
"530,""to"",""Fabien FABREGUE"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/851"",""851"",""FR"",""20-34M"",""ENDURANCE 72"",""84"",""478"",""13:17:00"",""06:06:31"""
"531,""to"",""Carlos Gustavo MEDINA SOSA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/560"",""560"",""ES"",""40-44M"","""",""123"",""479"",""13:17:04"",""06:06:35"""
"532,""to"",""Jairo CIFUENTES ORTIZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1100"",""1100"",""ES"",""20-34M"",""BICHA"",""85"",""480"",""13:17:09"",""06:06:40"""
"533,""to"",""Jose María MARTEL JIMENEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/631"",""631"",""ES"",""20-34M"","""",""86"",""481"",""13:17:55"",""06:07:26"""
"534,""to"",""JORGE JESUS PEREZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1349"",""1349"",""ES"",""40-44M"",""FITI RUNNING"",""124"",""482"",""13:18:09"",""06:07:40"""
"535,""to"",""Pelayo GONZALEZ GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/293"",""293"",""ES"",""20-34M"",""Lateral Sport Club"",""87"",""483"",""13:19:21"",""06:08:52"""
"536,""to"",""Yeray RAMOS GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/590"",""590"",""ES"",""35-39M"",""SPARTRAIL"",""90"",""484"",""13:19:35"",""06:09:06"""
"537,""to"",""Yolanda LUQUE MEJIAS"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/323"",""323"",""ES"",""45-49F"",""Ultra Trail Sierra Blanca"",""13"",""53"",""13:21:20"",""06:10:51"""
"538,""to"",""Joseph DIXON"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1082"",""1082"",""GB"",""20-34M"","""",""88"",""485"",""13:21:24"",""06:10:55"""
"539,""to"",""Claus Kock CHRISTIANSEN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/592"",""592"",""DK"",""45-49M"",""TEAM GO THE DISTANCE"",""106"",""486"",""13:21:30"",""06:11:01"""
"540,""to"",""Kim ELGAR NIELSEN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/519"",""519"",""DK"",""45-49M"",""Team Go The Distance"",""107"",""487"",""13:21:31"",""06:11:02"""
"540,""to"",""ANTONIO MANUEL GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/1257"",""1257"",""ES"",""35-39M"",""INDEPENDIENTE"",""91"",""487"",""13:21:31"",""06:11:02"""
"542,""to"",""Antoine GUINARD"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/983"",""983"",""FR"",""35-39M"",""ABYTEO"",""92"",""489"",""13:21:38"",""06:11:09"""
"543,""to"",""Adrián MAGDALENO RODRIGUEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/691"",""691"",""ES"",""40-44M"",""C.D. BOULDER HALL CANARIAS CLIMB"",""125"",""490"",""13:23:13"",""06:12:44"""
"544,""to"",""Claus PRIMDAHL"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/564"",""564"",""DK"",""45-49M"",""Skive Trailrunners"",""108"",""491"",""13:24:01"",""06:13:32"""
"544,""to"",""Bjarne SORENSEN"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/916"",""916"",""DK"",""45-49M"","""",""108"",""491"",""13:24:01"",""06:13:32"""
"546,""to"",""Zbigniew PODWIKA"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/612"",""612"",""ES"",""45-49M"",""Olesa de Montserrat"",""110"",""493"",""13:24:07"",""06:13:38"""
"547,""to"",""Víctor GONZALEZ GONZALEZ"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/448"",""448"",""ES"",""35-39M"","""",""93"",""494"",""13:24:10"",""06:13:41"""
"548,""to"",""Sherief ELABD"",""https://live.utmb.world/es/transvulcaniabyutmb/runners/889"",""889"",""EG"",""40-44M"",""WADI IBEX"",""126"",""495"",""13:24:34"",""06:14:05"""
